0	8.0	3.9315594137258605E-6	0.0
1	17.0	5.498795763727743E-6	6.88E-4
2	9.0	4.009703482427474E-6	1.4167099448608939E-86
3	11.0	3.7582399410707978E-6	0.0
4	2.0	2.45994593038845E-6	0.0
5	7.0	3.854752910338448E-6	1.6615482870111024E-139
6	12.0	4.322081514457362E-6	2.47588007857076E-105
7	15.0	5.1433185720090315E-6	9.6E-5
8	13.0	4.4197136909471E-6	2.4576000000000002E-14
9	13.0	4.459189497716895E-6	4.810363371519999E-43
10	19.0	5.338686256086102E-6	3.3930241638400047E-37
11	8.0	3.633338056672807E-6	6.8719476736E-44
12	24.0	5.6911957202208185E-6	1.7825792000000001E-23
13	12.0	4.5103354336462005E-6	1.37438953472E-43
14	16.0	4.83444444981605E-6	4.858829428140559E-282
15	18.0	5.147978646184576E-6	1.03079215104E-42
16	17.0	4.8699243213760455E-6	1.8569100589280704E-105
17	16.0	5.267233069796106E-6	1.51552E-13
18	7.0	3.5142220566633163E-6	0.0
19	21.0	5.082902133802316E-6	1.813388729421944E-90
20	9.0	3.977155220413942E-6	9.194973245195332E-216
21	3.0	3.1744016252936324E-6	0.0
22	18.0	5.135763919204162E-6	4.194304E-24
23	29.0	5.668966377360416E-6	1.099511627776E-48
24	14.0	4.943642475776152E-6	2.1617278211378388E-67
25	7.0	3.495965655633399E-6	2.550072580000839E-219
26	14.0	5.069117415966706E-6	1.516476548124591E-104
27	13.0	5.0192488192217154E-6	6.3050394783186926E-62
28	16.0	4.826021910139472E-6	1.23794003928538E-105
29	4.0	3.343106347556022E-6	0.0
30	18.0	5.587778411059331E-6	9.019431321599999E-38
31	14.0	4.552780382979886E-6	5.497558138880001E-48
32	10.0	3.7589604219057177E-6	0.0
33	17.0	5.3315703607340506E-6	9.444732974201773E-87
34	14.0	4.8273498332150635E-6	2.8823037615171175E-67
35	14.0	4.527365661742402E-6	1.7279963945203904E-143
36	23.0	5.928174240897288E-6	3.541774862152235E-81
37	14.0	4.987680429339531E-6	2.1267647932558648E-149
38	30.0	6.158545597871607E-6	3.072E-9
39	10.0	3.951241677697216E-6	0.0
40	7.0	3.6602819149130864E-6	2.228224E-18
41	13.0	4.268742983253721E-6	5.044031582654954E-67
42	25.0	5.991073300781835E-6	9.437184E-24
43	19.0	5.738617452283396E-6	4.8E-5
44	26.0	5.515172238829019E-6	4.56340275200004E-33
45	9.0	3.7538382996614036E-6	1.0704528968671581E-177
46	14.0	4.821066130564113E-6	5.534023222112867E-77
47	11.0	4.0068276342888285E-6	3.2121106536549034E-219
48	27.0	5.8720940474582645E-6	2.8159999999999998E-9
49	4.0	3.1306841484069515E-6	0.0
50	6.0	3.6184686640613692E-6	9.444732965739289E-87
51	17.0	4.71965263356617E-6	1.248841731117715E-176
52	19.0	5.468215994531784E-6	6.979321856000029E-33
53	28.0	5.909013017555678E-6	1.0995116277760003E-47
54	19.0	5.859535221666218E-6	2.7200179200000005E-4
55	15.0	4.874553369047561E-6	6.0658026940003315E-177
56	25.0	5.638440632858576E-6	4.194304E-24
57	28.0	6.046058876521339E-6	3.584E-9
58	30.0	5.939335625916885E-6	2.56E-10
59	5.0	3.3117517510887383E-6	3.961408125713216E-110
60	17.0	4.650102999781445E-6	1.844674407370955E-77
61	14.0	4.898047148601852E-6	4.611686018427388E-76
62	19.0	5.321328416425876E-6	1.6777216E-23
63	13.0	4.919565110444237E-6	6.2914560000000005E-24
64	14.0	4.647444834829811E-6	8.724152319999998E-28
65	2.0	2.7905912425665628E-6	0.0
66	15.0	4.8561841076518895E-6	1.3539969179683842E-100
67	7.0	3.214896544629194E-6	0.0
68	19.0	5.140991697298409E-6	3.1457280000000003E-24
69	17.0	5.238097732427491E-6	8.6016E-14
70	7.0	4.198646356414692E-6	2.097152E-24
71	30.0	5.996030627724446E-6	1.0485760002147485E-23
72	20.0	5.689706183572681E-6	3.84E-4
73	2.0	2.2070962558819117E-6	0.0
74	5.0	3.404035143258819E-6	0.0
75	6.0	3.6347775516138413E-6	2.1663950687494147E-105
76	8.0	3.859245594671154E-6	2.199023255552E-48
77	13.0	4.095205333595427E-6	4.41711766194596E-283
78	12.0	4.432977808513091E-6	3.1525197391593463E-62
79	15.0	4.438093040182494E-6	5.070602400912917E-120
80	18.0	5.0720741740127206E-6	2.4576000000000002E-14
81	7.0	3.7367532098710073E-6	0.0
82	7.0	4.022056960370672E-6	1.048576E-24
83	23.0	5.534034311012728E-6	3.4817063604901317E-100
84	2.0	2.7506078843424395E-6	3.60990904420733E-190
85	27.0	5.823026576293294E-6	5.1200000000000005E-9
86	10.0	4.107029180442327E-6	2.0282409603651669E-125
87	13.0	4.375237903561006E-6	7.37869762948382E-77
88	3.0	2.9640783346622282E-6	0.0
89	29.0	6.068881808526779E-6	1.024E-9
90	17.0	5.623980653506552E-6	2.00704E-13
91	9.0	4.280602023868637E-6	6.8719476736E-44
92	19.0	5.726589701301081E-6	6.184752906239999E-43
93	12.0	4.057338304925203E-6	2.162688E-18
94	4.0	3.412293812146401E-6	1.6777216000000002E-28
95	16.0	4.726322306823392E-6	1.6E-4
96	7.0	4.0332338468984436E-6	4.503599627370496E-63
97	5.0	3.3212440051545707E-6	1.23794003928538E-105
98	6.0	3.609743419437746E-6	1.3893632E-17
99	7.0	4.043802468337027E-6	2.8823037615171175E-67
100	5.0	3.1570639305445935E-6	1.9660800000000002E-19
101	4.0	3.5970446681006884E-6	9.00734336992907E-63
102	16.0	4.839053094090548E-6	7.136352645172091E-178
103	28.0	6.158355965291506E-6	2.304E-9
104	13.0	4.658573172208816E-6	4.3135914667441014E-274
105	8.0	3.9982088024564996E-6	7.205759403792794E-68
106	1.0	2.942517912577793E-6	0.0
107	5.0	3.355288101812862E-6	1.00663296E-28
108	8.0	3.8875563209722005E-6	4.040636288227481E-114
109	21.0	5.676367578858937E-6	5.76E-4
110	21.0	5.15804241974086E-6	2.26673591177743E-91
111	21.0	5.977071951992158E-6	7.936192512E-9
112	13.0	4.0901802951474104E-6	3.2E-5
113	10.0	4.431366988088486E-6	1.024E-9
114	23.0	5.431269993862665E-6	4.026531840000018E-33
115	26.0	5.77447221323971E-6	2.4189255811072E-47
116	17.0	5.298125523189895E-6	1.6000000065536E-5
117	9.0	4.442391072570901E-6	1.0485760000000001E-18
118	1.0	2.080394775712639E-6	0.0
119	3.0	3.0749456503356302E-6	3.4566155057722466E-166
120	18.0	5.882214536128561E-6	2.8159999999999998E-9
121	12.0	4.473992680547975E-6	1.577060451483648E-27
122	9.0	3.703292226789616E-6	2.56E-10
123	9.0	3.804610426915336E-6	1.2884901888000002E-38
124	12.0	4.274508965782556E-6	6.20756992E-28
125	27.0	5.451433181783491E-6	5.28E-4
126	4.0	3.4470753289371635E-6	0.0
127	1.0	2.7641566281711785E-6	0.0
128	8.0	3.829583532790809E-6	1.10427941548649E-283
129	8.0	3.6862554280111176E-6	7.0368744177664E-53
130	4.0	3.1378357091979377E-6	3.3554432000000004E-29
131	4.0	3.0948350298187356E-6	0.0
132	2.0	2.1586523101897025E-6	0.0
133	3.0	3.153539532771583E-6	4.503671684964535E-63
134	14.0	4.851472179232788E-6	6.184752906239999E-43
135	1.0	1.991075997379744E-6	0.0
136	8.0	3.871257461848758E-6	1.5053350877710227E-114
137	15.0	5.013436008502787E-6	2.0132659220615846E-28
138	31.0	5.882145336046963E-6	2.04800000032768E-9
139	7.0	3.702771153931602E-6	4.240432955468123E-292
140	4.0	3.384392535383824E-6	1.017471499682959E-166
141	14.0	4.426247648555937E-6	2.048E-14
142	26.0	5.601801539375063E-6	5.12E-10
143	16.0	4.620901260581864E-6	8.0E-5
144	1.0	2.3752066429779392E-6	0.0
145	27.0	5.9061512565336796E-6	1.3421987550512283E-28
146	20.0	4.941565982259778E-6	2.097152E-24
147	27.0	6.1076161973981554E-6	4.096E-15
148	17.0	5.545727294406025E-6	2.56E-4
149	15.0	4.691135630113338E-6	4.096000000000061E-14
150	6.0	3.413982991536736E-6	2.237675573373503E-267
151	18.0	5.470878513671726E-6	3.04000000131072E-4
152	16.0	4.602716523292047E-6	3.2E-5
153	4.0	2.776289378194468E-6	1.3107200000000001E-19
154	22.0	5.324360011926566E-6	2.08E-4
155	23.0	5.203319717980071E-6	1.120000000000017E-4
156	11.0	5.0809393640696295E-6	7.301444403200091E-38
157	15.0	4.99295992650363E-6	2.7022030109787203E-62
158	10.0	4.089845731019026E-6	1.9660800000000002E-19
159	10.0	4.075577509333073E-6	1.6384E-14
160	15.0	4.72328627365776E-6	1.6E-5
161	19.0	4.937515738331416E-6	1.844674407370955E-77
162	5.0	2.9865991297050135E-6	2.85924533142498E-70
163	20.0	4.9504460351877706E-6	3.2004096294912E-5
164	4.0	2.891761371851595E-6	0.0
165	10.0	3.939955084512036E-6	2.6214400000000003E-19
166	16.0	5.718501066500449E-6	2.816172032E-9
167	5.0	3.6240287602922417E-6	4.141047808074338E-278
168	17.0	5.112317618068975E-6	1.6E-5
169	26.0	6.001032177534536E-6	1.6000512E-5
170	9.0	3.89679722236294E-6	8.053063680000033E-34
171	14.0	4.873104362403025E-6	1.6E-5
172	10.0	4.47695710179705E-6	4.810363371519999E-43
173	28.0	6.1464703893788994E-6	5.632008192E-9
174	9.0	3.5600744767580536E-6	2.2067935788468786E-220
175	11.0	5.134260923140114E-6	1.920000000000002E-4
176	23.0	5.592997567046058E-6	1.7694720001006648E-18
177	8.0	3.898605079102697E-6	2.5769803776000005E-38
178	10.0	4.343765610407663E-6	2.684354560000011E-34
179	30.0	6.026165611083324E-6	1.5360000000000086E-9
180	5.0	3.6216006750663657E-6	0.0
181	14.0	4.056169839943538E-6	1.6E-5
182	5.0	3.7068339190130927E-6	1.0485760010737416E-24
183	25.0	6.101132370167903E-6	1.6385245184E-14
184	17.0	5.2708144462482345E-6	2.56114688524288E-10
185	16.0	4.483721847831448E-6	1.7600000000000558E-4
186	16.0	4.978443340336344E-6	3.2E-5
187	14.0	4.671456466697187E-6	4.0960000041943035E-15
188	32.0	6.08294706619463E-6	2.5600000000001364E-10
189	4.0	3.1652080332979883E-6	1.048576E-24
190	27.0	6.031217582205496E-6	1.0240163840000365E-9
191	15.0	4.4440691674925226E-6	1.6000000000000524E-5
192	9.0	4.0386417240153795E-6	1.6000256000000196E-5
193	13.0	4.8422867214813525E-6	2.5601638400000103E-10
194	6.0	3.3386306272619224E-6	2.923003274661806E-191
195	4.0	3.3450633554999533E-6	1.3107200000000001E-19
196	24.0	5.850964238906572E-6	5.376057345441818E-9
197	24.0	6.092434414943523E-6	3.2004608000000065E-5
198	8.0	4.1134658417796495E-6	1.37438953472E-43
199	5.0	3.407433657266693E-6	3.4662321099990635E-110
200	9.0	4.139895343445718E-6	3.2768000000000004E-19
201	11.0	4.320568932517034E-6	3.568176322586044E-178
202	9.0	3.4144026331873107E-6	6.553600000000001E-20
203	24.0	5.906255906255906E-6	6.72005632012288E-4
204	5.0	3.2922677798921454E-6	1.6000000004096064E-5
